"compet" "K" "fs" "fa" "probamating" "G" "b" "pmut" "mean_dist" "c" "run" "max.X.sex" "max.X.sex.t" "mix" "max.nb.sex" "max.nb.sex.t" "nb.all.end" "nb.sex.end" "X.all.end" "X.sex.end" "end.t" "mean.X.sex" "mean.X.asex" "sd.X.sex" "sd.X.asex" "seed"
"254" "_fc_" "11" "9" "2" "1" "13" "0.4" "5e-04" "0.6" "1" "32" 190 999 0.999573111016247 85068 360 83385 83351 199 189 1000 99.3154131324159 91.6470588235294 57.7029862532302 57.3013735902532 24
"255" "_fc_" "11" "9" "6" "1" "16" "0.4" "5e-04" "0.9" "0.8" "93" 58 43 0.181730237700387 13985 22 47432 1986 88 52 54 47.7583081570997 42.4769836729305 2.67236891631575 26.6340618706788 24
"256" "_fc_" "11" "9" "7" "1" "10" "0.2" "5e-05" "2" "5" "309" 184 87 0.0756383982856997 21556 51 131161 5599 199 177 90 166.232898731916 94.3110017361941 6.13007014020448 56.5243164176146 24
"257" "_fc_" "12" "10" "3" "1" "15" "0.6" "5e-04" "3" "0.5" "487" 191 665 0.999429330447189 110603 288 106315 106255 199 190 1000 98.9281351465813 90.1166666666667 58.0805021742225 56.8202910959279 24
"258" "_fc_" "12" "10" "5" "1" "5" "0.7" "5e-04" "1.6" "1" "232" 142 70 0.456303100482702 77895 65 116562 5344 199 129 116 117.693862275449 97.6939164523728 7.39375629634129 59.2025516754964 24
"259" "_fc_" "12" "10" "5" "1" "6" "0.2" "5e-05" "1.4" "5" "196" 196 181 0.881093247588424 89828 121 110316 5135 199 18 214 8.62784810126582 105.986613551877 5.80765278548963 54.3915476512944 24
"260" "_fc_" "12" "10" "8" "1" "14" "0.5" "5e-04" "0.8" "0.5" "65" 19 10 0.768658507319414 10219 9 57553 1850 73 7 21 2.54054054054054 35.7080947166221 2.46110461855262 18.8815787004206 24
"261" "_fc_" "12" "3" "2" "1" "9" "0.9" "0.005" "1.5" "1" "208" 19 18 0.261336515513126 2641 9 6967 279 32 14 21 7.06451612903226 15.9799641148325 4.24299622216255 9.25065374796159 24
"262" "_fc_" "12" "4" "2" "1" "11" "0.8" "5e-05" "3" "1" "495" 154 83 0.894186319830761 36773 82 46046 2100 199 18 252 8.96190476190476 103.715696536659 5.6669075392228 55.1853229015723 24
"263" "_fc_" "12" "6" "5" "1" "15" "0.2" "0.005" "0.6" "1.2" "35" 20 17 0.0265495269357019 3759 8 10796 275 21 20 17 17.2218181818182 10.0220511358236 1.7752033819012 6.20467507518642 24
"264" "_fc_" "12" "6" "5" "1" "18" "0.7" "5e-04" "2.3" "1" "354" 31 11 0.595342758702626 9232 10 41144 1161 80 13 20 4.81739879414298 42.1823524998124 3.72471805741125 22.3198177662229 24
"265" "_fc_" "13" "10" "4" "1" "6" "0.4" "5e-04" "1.2" "1" "149" 60 149 0.959617264262565 34375 125 102950 4752 199 10 554 4.78219696969697 104.115419865985 3.23900838263921 55.2700312647937 24
"266" "_fc_" "13" "10" "7" "1" "2" "0.2" "5e-05" "0.5" "5" "23" 35 41 0.0370023267838676 9645 21 31516 1192 36 35 41 22.761744966443 17.57594644506 15.1030141833585 10.0009729687551 24
"267" "_fc_" "13" "3" "2" "1" "17" "0.8" "5e-04" "2.9" "5" "483" 41 31 0.0995035614072955 5925 20 14397 430 59 38 33 28.5651162790698 29.2695639722202 5.73129403698929 17.6965853084678 24
"268" "_fc_" "13" "5" "2" "1" "8" "0.7" "0.005" "1.5" "5" "216" 141 1000 0.986322987901105 43740 996 56810 43097 199 141 1000 72.7959022669791 169.459709764457 42.7524607093398 26.3984287648302 24
"269" "_fc_" "13" "5" "3" "1" "14" "1" "0.005" "0.7" "0.5" "44" 20 20 0.40951364537277 6194 15 20353 924 53 16 28 10.0692640692641 27.7031756652427 4.76757364960484 15.4868577751013 24
"270" "_fc_" "13" "9" "6" "1" "7" "0.2" "5e-05" "0.6" "0.5" "29" 130 143 0.0765053884548354 29394 67 97094 3223 144 127 147 113.529630778778 70.1304449723557 7.07959799112203 42.82425054154 24
"271" "_fc_" "14" "10" "4" "1" "7" "0.6" "0.005" "1.4" "0.5" "182" 99 712 0.973008367916185 64406 633 117563 56000 198 87 1000 45.1586428571429 143.801926481815 26.4392091303794 33.4933224572281 24
"272" "_fc_" "14" "10" "8" "1" "12" "0.3" "5e-05" "0.8" "0.5" "61" 133 95 0.134029730815589 49137 58 168576 7235 178 116 106 107.804284727021 86.6132229253569 4.78467607343024 53.1295669078934 24
"273" "_fc_" "14" "4" "3" "1" "14" "0.5" "5e-05" "0.7" "1" "55" 17 23 0.740336967294351 4253 22 12998 503 40 6 40 2.57455268389662 20.6848339335734 1.79361099103432 11.4103042774244 24
"274" "_fc_" "14" "4" "3" "1" "16" "0.6" "5e-05" "0.5" "1.2" "15" 53 132 0.040123919452356 5822 42 20047 831 52 53 132 50.546329723225 24.6191194837635 1.81956114981019 14.7223825264403 24
"275" "_fc_" "14" "5" "2" "1" "7" "0.4" "0.005" "0.8" "5" "82" 29 41 0.937834435001574 8586 44 53709 2531 199 10 400 4.6128012643224 103.490054320216 3.01960296574984 55.2508294060872 24
"276" "_fc_" "14" "5" "2" "1" "8" "1" "5e-04" "2.9" "1.2" "481" 191 604 0.998717585481875 71470 663 70151 70069 199 189 1000 99.145856227433 86.5121951219512 57.4497053929005 56.8798265139562 24
"277" "_fc_" "14" "7" "2" "1" "10" "0.6" "5e-05" "2.1" "0.8" "314" 191 573 0.999951630651656 89426 972 87696 87688 199 190 1000 99.7017037679044 120.25 57.7480264995514 75.2192034751005 24
"279" "_fc_" "14" "9" "6" "1" "6" "0.6" "0.005" "1.6" "0.5" "219" 43 15 0.335548418060324 19649 12 78967 3174 107 37 21 25.0163831127914 54.7799928753315 7.57176294528776 31.0091949386985 24
"280" "_fc_" "15" "10" "2" "1" "4" "0.2" "5e-05" "0.5" "5" "20" 191 726 0.999981342413359 115765 581 112462 112457 199 190 1000 99.391225090479 62.4 57.9112187072602 46.9233417394797 24
"281" "_fc_" "15" "10" "7" "1" "2" "0.8" "5e-05" "2.8" "1.2" "465" 199 72 0.0472729595722829 80968 30 203499 9620 199 199 72 190.286070686071 92.7910036672358 6.00731381409686 53.6962526553274 24
"282" "_fc_" "15" "3" "2" "1" "17" "0.2" "5e-04" "0.7" "1" "54" 12 23 0.258671586715867 1871 1 4557 95 17 5 31 1.74736842105263 8.69229045271179 1.82749928575026 5.18573463554424 24
"283" "_fc_" "15" "4" "2" "1" "17" "0.5" "5e-05" "1.4" "5" "194" 193 231 0.255079050996219 36025 190 56016 2582 199 175 282 166.670410534469 96.2605831493057 5.50849153811703 56.9406705030247 24
"284" "_fc_" "15" "5" "2" "1" "13" "1" "5e-05" "1.5" "0.8" "206" 190 999 0.999986135181976 76647 571 74950 74948 199 189 1000 99.3057720019213 95.5 57.4987082753527 60.1040764008565 24
"285" "_fc_" "15" "5" "3" "1" "18" "0.8" "0.005" "1.1" "1.2" "140" 26 19 0.420684835779175 7646 16 21240 575 50 23 30 14.6034782608696 25.120735543189 5.82311760846524 14.7204295293789 24
"286" "_fc_" "15" "5" "3" "1" "6" "0.6" "5e-05" "2.7" "0.5" "436" 74 30 0.434499406107514 22952 26 78371 2470 198 54 40 36.0668016194332 94.9081171526067 11.2534406373216 53.1111074940949 24
"287" "_fc_" "15" "7" "2" "1" "8" "0.8" "5e-04" "2.8" "1" "459" 190 999 0.99946303354461 101503 772 98520 98467 199 189 1000 98.9603014207806 106.188679245283 57.7227542228305 59.6467345820287 24
"288" "_fc_" "15" "8" "2" "1" "19" "0.2" "0.005" "1.4" "0.5" "180" 191 258 0.994356697206453 95588 185 94307 93773 199 189 1000 99.2696511789108 98.1367041198502 57.7383673045684 56.2324147304302 24
"289" "_fc_" "16" "10" "3" "1" "20" "0.5" "0.005" "2.8" "0.5" "451" 191 574 0.992714303133764 141298 529 140924 140024 199 190 1000 99.5138476261212 96.3922222222222 57.9805371942976 57.4345160372323 24
"290" "_fc_" "16" "3" "2" "1" "11" "0.5" "5e-04" "1.8" "0.8" "267" 22 21 0.32012012012012 4018 17 13423 519 47 16 27 7.41618497109827 23.2534872907626 4.80269069658974 13.1943421368669 24
"291" "_fc_" "16" "4" "2" "1" "3" "0.3" "0.005" "2.6" "1.2" "429" 39 24 0.345018796992481 7496 19 22263 942 78 31 32 17.6188959660297 37.7779184841236 10.0018161821413 21.5206143200884 24
"292" "_fc_" "16" "6" "2" "1" "10" "0.6" "5e-04" "0.5" "1.2" "16" 191 699 0.999242226611511 87176 585 85463 85380 199 189 1000 99.5172757085969 99.8072289156626 57.7966222442304 59.5852449061018 24
"293" "_fc_" "16" "6" "2" "1" "11" "0.3" "5e-04" "1.9" "1" "284" 191 657 0.998883373020678 79183 479 78265 78208 199 190 1000 100.105206628478 112.631578947368 57.7057626844053 47.6559963169632 24
"294" "_fc_" "16" "6" "2" "1" "12" "0.7" "5e-05" "1" "0.8" "116" 190 1000 0.99992833852879 90218 620 87693 87686 199 190 1000 99.3716670848254 148.714285714286 57.6434638711548 42.8591269382002 24
"295" "_fc_" "16" "6" "3" "1" "18" "0.5" "5e-04" "2.5" "5" "412" 107 49 0.70371275036639 44512 47 87523 3564 199 86 100 72.1703142536476 99.6304505770674 9.09255769617833 58.9429898679695 24
"296" "_fc_" "16" "6" "5" "1" "15" "0.6" "5e-04" "2.5" "1" "399" 38 12 0.509924709103354 15174 10 58130 2269 85 20 19 10.3825473776994 43.4578507366499 5.99764610190845 23.0709013222029 24
"297" "_fc_" "16" "7" "2" "1" "6" "0.6" "0.005" "1.7" "1.2" "254" 191 195 0.994027658011561 100536 387 100054 99421 199 189 1000 99.5760453023003 97.1848341232227 57.7858103898605 59.4389029790572 24
"298" "_fc_" "16" "9" "6" "1" "4" "0.8" "5e-04" "1.6" "5" "237" 87 43 0.136141268803139 37538 29 94570 3638 104 81 48 71.285871357889 50.1003937007874 6.2722289612082 30.6600142331184 24
"299" "_fc_" "17" "10" "5" "1" "20" "0.7" "0.005" "1.4" "1" "190" 34 14 0.763011549978611 25389 14 156452 7405 199 18 79 8.54854827819041 104.017484417667 5.3756735018846 55.3523757517179 24
"300" "_fc_" "17" "10" "8" "1" "19" "0.9" "0.005" "1.2" "0.8" "146" 24 9 0.401312122121693 18061 7 67441 2841 56 17 15 7.24709609292503 27.7033281733746 5.45695507053331 15.150708751478 24
"301" "_fc_" "17" "3" "2" "1" "8" "0.3" "5e-04" "0.7" "0.8" "48" 17 37 0.0429061784897025 2532 18 5603 229 18 17 37 15.0393013100437 8.52940081875698 1.39649669475555 5.59670169995038 24
"302" "_fc_" "17" "4" "2" "1" "12" "0.3" "5e-05" "0.9" "0.8" "92" 85 147 0.072175616245981 11439 65 32669 1264 101 83 152 77.3449367088608 48.7038051265722 3.12267111573095 29.3001047859724 24
"303" "_fc_" "17" "4" "2" "1" "4" "0.4" "0.005" "2.4" "1" "371" 33 21 0.480521091811414 8131 16 30571 1073 94 19 35 8.42404473438956 47.4788121228558 6.10557456054833 25.7603821751879 24
"304" "_fc_" "17" "5" "2" "1" "13" "0.7" "0.005" "2.5" "1.2" "402" 190 1000 0.986436648068843 78123 583 77640 76601 199 190 1000 99.6191694625397 99.5938402309913 58.1048099117171 58.344011689104 24
"305" "_fc_" "17" "5" "3" "1" "10" "0.4" "0.005" "2.5" "0.5" "391" 39 14 0.407738295156848 11350 13 48317 1490 107 26 22 12.3295302013423 52.2152390714759 8.47218023448203 29.057397870772 24
"306" "_fc_" "17" "7" "4" "1" "8" "0.4" "0.005" "1.4" "1.2" "191" 31 16 0.446439543933911 13854 14 41629 1474 68 14 28 6.01289009497965 34.3973104221143 4.72522337810364 18.873083706091 24
"307" "_fc_" "17" "8" "3" "1" "18" "0.3" "5e-04" "1" "5" "127" 190 999 0.998401780872742 112660 978 111290 111133 199 189 1000 100.08486228213 108.59872611465 57.5410013660587 60.0720571451392 24
"308" "_fc_" "17" "8" "6" "1" "3" "0.2" "5e-05" "2.1" "0.8" "315" 62 22 0.0729287369640788 21707 16 73970 1719 84 60 24 47.869109947644 38.1868624655714 8.64362159396929 23.8224133855814 24
"309" "_fc_" "17" "9" "2" "1" "17" "0.8" "5e-04" "0.5" "0.5" "8" 190 1000 0.999413774136583 147968 321 144727 144643 199 190 1000 99.6124043334278 87.2380952380952 57.784810521344 56.7757412662148 24
"310" "_fc_" "17" "9" "7" "1" "5" "0.2" "5e-05" "1.6" "0.5" "224" 79 30 0.186236962190352 36644 24 144533 4056 129 72 35 61.8205128205128 64.3131687037736 6.07879484886866 38.2817486765755 24
"311" "_fc_" "18" "10" "6" "1" "13" "1" "5e-04" "1.8" "0.5" "264" 93 27 0.561068702290076 81682 25 212028 10019 198 73 44 50.1155803972452 102.958363241242 15.8536370507235 57.6918631111098 24
"312" "_fc_" "18" "3" "2" "1" "2" "0.2" "5e-04" "0.9" "1.2" "102" 13 32 0.027027027027027 1942 1 4642 124 13 13 32 11.1693548387097 5.88247011952191 1.12417466884553 3.82586977421023 24
"313" "_fc_" "18" "4" "3" "1" "9" "0.5" "5e-04" "1.4" "1.2" "192" 44 38 0.0597902425320723 7238 13 25321 858 56 43 40 38.493006993007 24.6785349303029 2.7965760950241 15.4907036649876 24
"314" "_fc_" "18" "7" "6" "1" "11" "0.4" "5e-04" "2.6" "0.8" "421" 46 13 0.247243197036615 20546 11 72590 2298 85 36 17 18.8468233246301 41.1712712684231 9.19673433480708 24.1902286709566 24
"315" "_fc_" "18" "8" "6" "1" "9" "0.6" "5e-04" "2.3" "1.2" "358" 63 21 0.204371367002879 30280 17 104122 4456 107 57 25 41.3864452423698 53.2326370076054 9.87936826104812 31.2474419687844 24
"316" "_fc_" "18" "9" "5" "1" "7" "1" "0.005" "2.3" "5" "362" 47 17 0.54927526853889 31736 16 119292 5238 136 21 39 10.1315387552501 70.4258070738422 6.41202520077799 37.6778805319544 24
"317" "_fc_" "19" "3" "2" "1" "15" "0.3" "0.005" "2.5" "1.2" "406" 21 16 0.18019801980198 3782 11 14387 387 45 18 19 9.51162790697674 21.6277142857143 4.99862615177706 12.5607194360887 24
"318" "_fc_" "19" "4" "2" "1" "11" "0.8" "5e-04" "2.2" "5" "341" 122 82 0.744066217179192 43956 82 74866 3316 199 70 179 55.5744873341375 101.478043326345 9.39873554007013 58.1824173228572 24
"319" "_fc_" "19" "4" "3" "1" "17" "0.4" "5e-05" "2.4" "0.5" "365" 74 42 0.13039682316163 17235 29 64188 1886 135 70 45 58.3669141039236 62.6284709961157 8.06538582519949 37.3649016607821 24
"320" "_fc_" "19" "4" "3" "1" "9" "0.4" "5e-05" "1.9" "0.5" "278" 39 27 0.348900013173495 11431 24 36999 1358 77 28 32 14.0243004418262 38.7711343677226 8.53033073425813 21.0771644553275 24
"321" "_fc_" "19" "5" "2" "1" "15" "0.5" "5e-05" "1.7" "1" "250" 190 999 0.999899184655905 84341 778 81648 81635 199 189 1000 100.158926930851 116.923076923077 57.4869966562052 79.9483807824998 24
"322" "_fc_" "19" "5" "2" "1" "17" "0.4" "5e-04" "1" "1" "122" 190 999 0.998768361142442 81464 255 79631 79516 199 189 1000 99.3550606167312 91.295652173913 57.7068886482995 57.0336887076161 24
"323" "_fc_" "19" "6" "4" "1" "7" "0.8" "0.005" "0.5" "1.2" "18" 29 36 0.0540004834421078 7933 12 24989 993 34 28 38 24.8398791540785 16.4200283380563 2.60882898923233 10.1231539996502 24
"324" "_fc_" "19" "8" "4" "1" "16" "0.7" "5e-05" "2.6" "1" "428" 199 228 0.0458940320747913 141313 69 146969 6745 199 199 228 187.877538917717 94.3477008215427 7.35035411976512 55.0436605329144 24
"325" "_fc_" "19" "8" "6" "1" "9" "0.8" "5e-04" "1.9" "1" "287" 76 28 0.166650830064206 40013 20 124485 2918 118 70 33 56.1151473612063 57.8326190495776 8.45580396339351 34.2858309683813 24
"326" "_fc_" "19" "9" "2" "1" "6" "0.2" "5e-04" "1.5" "1.2" "211" 190 999 0.999440756097756 133404 949 130742 130678 199 189 1000 99.2245825617166 106.421875 58.0033373611311 57.4231867021654 24
"327" "_fc_" "20" "10" "6" "1" "20" "1" "5e-04" "0.7" "1" "50" 91 77 0.155447306970869 42919 34 146858 5960 124 87 91 76.8070469798658 60.6333943703956 5.9458329121697 36.3088584694268 24
"328" "_fc_" "20" "10" "7" "1" "20" "0.2" "5e-04" "1.5" "1.2" "212" 55 26 0.288331071913161 36981 22 92056 3467 90 51 34 38.5232189212576 43.6951540258949 11.730859487001 26.4107944641138 24
"329" "_fc_" "20" "10" "7" "1" "3" "0.3" "5e-04" "0.5" "0.5" "3" 38 35 0.104838043298628 18168 17 68253 2981 52 37 39 32.2827910097283 25.4273348449565 2.5970173378875 15.6184735289303 24
"330" "_fc_" "20" "6" "2" "1" "8" "1" "5e-04" "0.8" "5" "81" 190 997 0.99922420480993 122151 835 118874 118786 199 189 1000 99.8575505530955 95.4204545454545 57.7027121141986 55.7528869601271 24
"331" "_fc_" "20" "8" "2" "1" "13" "0.9" "5e-04" "1.1" "1.2" "142" 190 999 0.999508086656518 159083 662 156254 156186 199 189 1000 99.2196867837066 109.117647058824 57.5726208006748 53.8121468315458 24
"332" "_fc_" "20" "8" "6" "1" "5" "0.5" "5e-05" "1.7" "0.5" "241" 140 52 0.106439731602988 62473 33 204280 7924 190 133 56 114.213654719838 91.3375552567785 10.1475003594001 56.0317657779612 24
"333" "_fc_" "21" "10" "6" "1" "7" "0.6" "5e-05" "3" "0.8" "488" 199 76 0.0425852349551723 154385 37 240365 10236 198 199 76 188.499804611176 93.7955451073094 7.69711814315873 55.0094907839459 24
"334" "_fc_" "21" "3" "2" "1" "8" "0.2" "5e-04" "2.5" "0.5" "387" 20 19 0.176919482946582 3523 13 17100 334 56 16 22 6.87724550898204 24.3381844208517 4.73120338635826 14.7583143815295 24
"335" "_fc_" "21" "6" "3" "1" "10" "0.2" "5e-04" "0.7" "1.2" "57" 65 96 0.110374526947671 23930 66 52107 2322 90 63 107 57.2071490094746 42.0621874058451 3.26321667669128 26.3667525059636 24
"336" "_fc_" "21" "6" "4" "1" "7" "0.9" "0.005" "2.8" "0.5" "449" 47 11 0.495868340075373 23470 9 137988 6411 177 30 18 13.7465294025893 85.2732316438283 8.95266726811652 46.4260125701715 24
"337" "_fc_" "21" "7" "2" "1" "2" "0.8" "5e-05" "1.7" "1.2" "255" 190 1000 0.999931117880268 139267 136 136851 136842 199 190 1000 99.7621928939945 125.666666666667 57.8581599631711 42.4823492759052 24
"338" "_fc_" "21" "8" "5" "1" "20" "0.9" "5e-05" "1.5" "5" "217" 199 146 0.0443401996764137 67590 83 202728 8989 199 199 146 191.997886305484 93.9516566101817 5.82878543395167 54.6776013300656 24
"339" "_fc_" "22" "3" "2" "1" "7" "0.4" "0.005" "2.2" "1" "333" 22 17 0.0820196752400142 4612 11 15295 281 40 19 19 8.84697508896797 18.6786332756094 6.21013570383865 11.0141102453062 24
"340" "_fc_" "22" "3" "2" "1" "9" "0.8" "5e-05" "2.3" "5" "363" 97 79 0.0419328300425861 13303 33 42916 1813 104 97 79 87.5521235521235 48.1190424056638 6.56754362894224 28.7401549979526 24
"341" "_fc_" "22" "4" "2" "1" "8" "1" "5e-05" "2.3" "1" "353" 87 47 0.861517638101683 39376 57 87678 4160 199 18 430 8.43076923076923 104.082233769966 5.53421805651941 55.2893102666764 24
"342" "_fc_" "22" "5" "2" "1" "11" "0.7" "5e-04" "1" "1" "117" 190 999 0.998371488522126 102747 638 100162 100002 199 189 1000 99.1918961620768 95.525 57.8584166665724 58.7766211598502 24
"343" "_fc_" "22" "6" "2" "1" "8" "0.9" "0.005" "2.5" "0.5" "388" 190 998 0.991936824605154 128826 683 126939 125935 199 189 1000 99.3779965855402 101.03187250996 57.515130278666 58.40393754122 24
"344" "_fc_" "22" "8" "2" "1" "11" "0.5" "5e-05" "2.7" "5" "447" 190 1000 0.999951906230891 155246 581 152646 152639 199 190 1000 99.7528613263976 62 57.7600769113579 66.0176744011279 24
"345" "_fc_" "22" "9" "6" "1" "11" "0.6" "5e-05" "1.5" "0.8" "207" 49 20 0.877005631707576 46764 19 200274 9305 176 29 45 16.692530897367 90.0361262822762 8.3443549771489 48.5905231215837 24
"346" "_fc_" "22" "9" "7" "1" "16" "0.7" "5e-04" "0.5" "0.8" "10" 33 32 0.0381794040181973 19245 17 53747 1797 40 33 32 26.4201446855871 18.505447545717 4.03132160421425 11.7312622333345 24
"347" "_fc_" "23" "5" "2" "1" "17" "0.3" "5e-05" "1.7" "0.5" "240" 190 992 0.999900560177666 95677 621 93584 93575 199 189 1000 99.7787763825808 143.666666666667 57.4911038596123 51.5800348972352 24
"348" "_fc_" "23" "6" "2" "1" "11" "0.8" "5e-04" "3" "1" "496" 190 999 0.999347226923263 132706 169 131347 131257 199 189 1000 99.3740448128481 98.1888888888889 57.5872402635909 57.7559558569833 24
"349" "_fc_" "23" "8" "2" "1" "14" "0.8" "5e-04" "0.7" "0.8" "47" 190 999 0.999508461063522 176820 871 175153 175056 199 189 1000 99.6606171739329 96.0515463917526 57.488989942615 62.7346214777675 24
"350" "_fc_" "23" "8" "2" "1" "18" "0.3" "5e-04" "2.8" "1" "458" 190 999 0.999361542401302 152817 130 149223 149139 199 189 1000 99.067963443499 106.821428571429 57.876558472454 56.6537062057749 24
"351" "_fc_" "23" "9" "2" "1" "10" "0.5" "5e-05" "0.9" "0.5" "88" 190 997 0.999970479530506 182297 825 178059 178049 199 189 1000 99.1744912917231 79.8 57.7563516954898 48.535897368168 24
"352" "_fc_" "23" "9" "4" "1" "15" "0.4" "5e-05" "2.4" "5" "383" 198 1000 0.0726503492532228 176715 491 177003 13434 199 198 1000 186.710808396606 92.1367863103644 8.18620076842604 53.803531583914 24
"353" "_fc_" "23" "9" "5" "1" "13" "0.3" "5e-05" "0.6" "1" "31" 167 191 0.155032590571472 76617 101 210445 9669 199 148 235 141.681663046851 96.5045473562577 4.65364466339059 58.5581628621908 24
"354" "_fc_" "23" "9" "6" "1" "17" "0.7" "5e-05" "2.2" "1.2" "337" 197 86 0.0580207508379531 101499 35 253988 11378 199 196 87 181.053875900861 92.6930959152549 9.41564125597915 55.4979726875449 24
"355" "_fc_" "24" "3" "2" "1" "15" "0.8" "5e-05" "2.4" "1" "370" 47 35 0.192792144362758 13062 28 35250 1098 82 41 41 28.6593806921676 38.7728683532443 8.15833559774893 23.0564470869054 24
"356" "_fc_" "24" "3" "2" "1" "4" "0.6" "0.005" "0.6" "5" "39" 15 21 0.056554524361949 3636 8 8146 148 18 14 22 9.83108108108108 8.42748187046762 2.75381865609558 5.36858809068005 24
"357" "_fc_" "24" "4" "3" "1" "13" "0.9" "5e-04" "1.1" "0.5" "128" 26 20 0.298397354362758 10616 17 34578 1364 56 22 25 8.46700879765396 26.191726380442 8.01005949510424 14.5846406188439 24
"358" "_fc_" "24" "6" "2" "1" "16" "0.6" "5e-04" "1.4" "0.5" "179" 190 999 0.999292137904406 130722 959 129608 129520 199 189 1000 99.2303350833848 104.465909090909 57.8151248883846 59.9033606532627 24
"359" "_fc_" "24" "6" "3" "1" "14" "0.8" "0.005" "1.9" "1" "285" 47 24 0.630244133680967 29677 20 140023 6269 199 21 88 9.80028712713351 104.078382702573 6.60582162224422 55.4348689593089 24
"360" "_fc_" "24" "9" "4" "1" "20" "0.6" "5e-05" "2.5" "0.5" "389" 190 1000 0.999657677532235 197113 548 192955 192889 199 190 1000 99.8954372722136 118.136363636364 57.6687469675831 53.8493300761518 24
"361" "_fc_" "24" "9" "4" "1" "6" "1" "0.005" "2.4" "0.8" "367" 190 1000 0.97573728739979 213961 822 217051 211813 199 190 1000 99.5551358981743 97.9406261932035 57.9306431325506 54.9809461236519 24
"362" "_fc_" "25" "10" "3" "1" "19" "0.8" "0.005" "0.5" "0.5" "6" 190 995 0.993272359904159 238401 773 234394 232941 199 189 1000 99.1644922963326 97.2801101169993 57.8079371269081 56.6424007871313 24
"363" "_fc_" "25" "4" "3" "1" "12" "0.9" "0.005" "2.2" "5" "338" 28 13 0.243641466409402 10559 9 34381 1146 49 18 18 8.62565445026178 24.4283737024221 5.42486638872451 13.8413367658723 24
"364" "_fc_" "25" "5" "4" "1" "14" "0.9" "5e-05" "0.9" "5" "107" 166 189 0.0629801690967352 15553 180 165797 7404 175 163 192 152.633846569422 81.9183170973465 5.75958472134289 49.0672502813282 24
"365" "_fc_" "25" "7" "3" "1" "9" "0.5" "5e-04" "1.7" "1.2" "258" 114 294 0.956938655899974 89700 290 149447 35193 199 48 1000 23.7791037990509 122.532121413692 14.668670340112 44.9108561884916 24
"366" "_fc_" "25" "7" "4" "1" "9" "0.7" "0.005" "1.1" "0.8" "134" 25 12 0.536731127022608 17453 9 75170 3120 81 15 30 6.25096153846154 40.5725052047189 4.55835650381072 21.9622141191818 24
"367" "_fc_" "25" "9" "6" "1" "10" "0.7" "5e-04" "1.7" "0.5" "245" 87 26 0.288384372706564 73261 22 259894 8553 197 77 36 60.7236057523676 91.619158832025 11.0376969295133 52.5023199138275 24
"368" "_fc_" "26" "10" "6" "1" "14" "0.4" "0.005" "1.8" "5" "277" 37 15 0.374957911513165 35305 12 102875 4612 72 27 24 13.570685169124 36.7018715080956 7.87174843812905 20.0689808268716 24
"369" "_fc_" "26" "3" "2" "1" "13" "0.6" "0.005" "1.8" "1" "269" 21 16 0.259815915181172 6020 10 18997 847 43 14 22 6.40968122786305 20.8395592286501 4.2915113053104 11.6594060167058 24
"370" "_fc_" "26" "3" "2" "1" "15" "0.9" "0.005" "1" "1" "118" 17 17 0.204653050182605 5378 10 15187 421 31 12 23 7.34679334916865 15.0734118921847 3.43627988598321 8.80946456181207 24
"371" "_fc_" "26" "4" "2" "1" "10" "0.4" "5e-04" "1.6" "5" "238" 57 52 0.393354769560557 21575 42 46661 2041 95 40 70 26.0421362077413 47.852689376961 8.38206466113207 27.4512886297599 24
"372" "_fc_" "26" "5" "4" "1" "20" "0.8" "0.005" "2.2" "0.8" "329" 32 12 0.158389158389158 14709 8 59874 1229 65 25 16 12.0113913751017 31.3753602182624 7.76401960482213 18.0308709741944 24
"373" "_fc_" "26" "6" "2" "1" "7" "0.4" "5e-05" "0.9" "0.8" "96" 190 998 0.999918477817814 131668 663 129974 129962 199 189 1000 99.2153937304751 63.75 57.8309970136931 49.6169417547163 24
"374" "_fc_" "26" "7" "6" "1" "15" "0.7" "5e-05" "1.4" "5" "195" 112 67 0.0428510249346432 23093 55 158412 6897 114 112 67 96.5946063505872 53.4743490743491 10.0368558017243 32.1945923521043 24
"375" "_fc_" "26" "8" "2" "1" "7" "0.4" "0.005" "2.6" "0.5" "417" 190 1000 0.99490969605012 173953 318 171448 170570 199 190 1000 100.043237380548 104.146924829157 57.9127601490026 57.3414431478414 24
"376" "_fc_" "26" "8" "4" "1" "13" "0.6" "5e-04" "1.5" "0.5" "203" 57 28 0.795206729271441 54038 23 195028 8958 199 28 101 14.7294038847957 103.736061697211 8.29495660786439 56.0351498270917 24
"377" "_fc_" "27" "3" "2" "1" "17" "1" "0.005" "0.6" "0.5" "28" 15 20 0.123004449097095 5073 9 13847 422 26 9 24 3.28199052132701 13.1514338919926 2.98031671385346 7.44812780397763 24
"378" "_fc_" "27" "3" "2" "1" "6" "0.2" "5e-04" "0.9" "1.2" "103" 19 28 0.0373523464935618 3938 13 9788 354 21 19 28 15.7627118644068 9.39781640873436 2.27442225432387 5.94254974648543 24
"379" "_fc_" "27" "3" "2" "1" "6" "0.3" "0.005" "2.5" "0.5" "385" 22 16 0.156825460368295 5250 9 24894 1000 58 20 18 9.032 26.4243743199129 6.05934746418224 15.2065493465538 24
